LOCATION,WIDTH,DEPTH,HEIGHT,X,Y,Z,AISLE,CENTERAXIS,AISLESIDE,BAY,WAREHOUSE,AREA,LEVEL
A5-75-L-1092-1590-48,48,48,47,1092,1590,48,A5,X,L,75,Large,A,2
A5-75-R-912-1590-0,48,48,55,912,1590,0,A5,X,R,75,Large,A,1
A5-75-R-912-1590-60,48,48,55,912,1590,60,A5,X,R,75,Large,A,2
A5-79-L-1092-1638-0,48,48,47,1092,1638,0,A5,X,L,79,Large,A,1
A5-79-L-1092-1638-48,48,48,47,1092,1638,48,A5,X,L,79,Large,A,2
A5-79-R-912-1638-0,48,48,55,912,1638,0,A5,X,R,79,Large,A,1
A5-79-R-912-1638-60,48,48,55,912,1638,60,A5,X,R,79,Large,A,2
A5-84-L-1092-1698-0,48,48,47,1092,1698,0,A5,X,L,84,Large,A,1
A5-84-L-1092-1698-48,48,48,47,1092,1698,48,A5,X,L,84,Large,A,2
A5-84-R-912-1698-0,48,48,55,912,1698,0,A5,X,R,84,Large,A,1
A5-84-R-912-1698-60,48,48,55,912,1698,60,A5,X,R,84,Large,A,2
A5-88-L-1092-1758-0,48,48,47,1092,1758,0,A5,X,L,88,Large,A,1
A5-88-L-1092-1758-48,48,48,47,1092,1758,48,A5,X,L,88,Large,A,2
A5-88-R-912-1758-0,48,48,55,912,1758,0,A5,X,R,88,Large,A,1
A5-88-R-912-1758-60,48,48,55,912,1758,60,A5,X,R,88,Large,A,2
A5-92-L-1092-1818-0,48,48,47,1092,1818,0,A5,X,L,92,Large,A,1
A5-92-L-1092-1818-48,48,48,47,1092,1818,48,A5,X,L,92,Large,A,2
A5-92-R-912-1818-0,48,48,55,912,1818,0,A5,X,R,92,Large,A,1
A5-92-R-912-1818-60,48,48,55,912,1818,60,A5,X,R,92,Large,A,2
A5-96-L-1092-1866-0,48,48,47,1092,1866,0,A5,X,L,96,Large,A,1
A5-96-L-1092-1866-48,48,48,47,1092,1866,48,A5,X,L,96,Large,A,2
A5-96-R-912-1866-0,48,48,55,912,1866,0,A5,X,R,96,Large,A,1
A5-96-R-912-1866-60,48,48,55,912,1866,60,A5,X,R,96,Large,A,2
A5-9-L-1092-618-0,48,48,47,1092,618,0,A5,X,L,9,Large,A,1
A5-9-L-1092-618-48,48,48,47,1092,618,48,A5,X,L,9,Large,A,2
A5-9-R-912-618-0,48,48,55,912,618,0,A5,X,R,9,Large,A,1
A5-9-R-912-618-60,48,48,55,912,618,60,A5,X,R,9,Large,A,2
A6-103-L-1320-1950-0,48,48,55,1320,1950,0,A6,X,L,103,Large,A,1
A6-103-L-1320-1950-60,48,48,55,1320,1950,60,A6,X,L,103,Large,A,2
A6-103-R-1140-1950-0,48,48,55,1140,1950,0,A6,X,R,103,Large,A,1
A6-103-R-1140-1950-60,48,48,55,1140,1950,60,A6,X,R,103,Large,A,2
A6-107-L-1320-2010-0,48,48,55,1320,2010,0,A6,X,L,107,Large,A,1
A6-107-L-1320-2010-60,48,48,55,1320,2010,60,A6,X,L,107,Large,A,2
A6-107-R-1140-2010-0,48,48,55,1140,2010,0,A6,X,R,107,Large,A,1
A6-107-R-1140-2010-60,48,48,55,1140,2010,60,A6,X,R,107,Large,A,2
A6-10-L-1320-654-0,48,48,55,1320,654,0,A6,X,L,10,Large,A,1
A6-10-L-1320-654-60,48,48,55,1320,654,60,A6,X,L,10,Large,A,2
A6-110-L-1320-2058-0,48,48,55,1320,2058,0,A6,X,L,110,Large,A,1
A6-110-L-1320-2058-60,48,48,55,1320,2058,60,A6,X,L,110,Large,A,2
A6-110-R-1140-2058-0,48,48,55,1140,2058,0,A6,X,R,110,Large,A,1
A6-110-R-1140-2058-60,48,48,55,1140,2058,60,A6,X,R,110,Large,A,2
A6-115-L-1320-2118-0,48,48,55,1320,2118,0,A6,X,L,115,Large,A,1
A6-115-L-1320-2118-60,48,48,55,1320,2118,60,A6,X,L,115,Large,A,2
A6-115-R-1140-2118-0,48,48,55,1140,2118,0,A6,X,R,115,Large,A,1
A6-115-R-1140-2118-60,48,48,55,1140,2118,60,A6,X,R,115,Large,A,2
A6-120-L-1320-2178-0,48,48,55,1320,2178,0,A6,X,L,120,Large,A,1
A6-120-L-1320-2178-60,48,48,55,1320,2178,60,A6,X,L,120,Large,A,2
A6-120-R-1140-2178-0,48,48,55,1140,2178,0,A6,X,R,120,Large,A,1
A6-120-R-1140-2178-60,48,48,55,1140,2178,60,A6,X,R,120,Large,A,2
A6-124-L-1320-2238-0,48,48,55,1320,2238,0,A6,X,L,124,Large,A,1
A6-124-L-1320-2238-60,48,48,55,1320,2238,60,A6,X,L,124,Large,A,2
A6-124-R-1140-2238-0,48,48,55,1140,2238,0,A6,X,R,124,Large,A,1
A6-124-R-1140-2238-60,48,48,55,1140,2238,60,A6,X,R,124,Large,A,2
A6-127-L-1320-2286-0,48,48,55,1320,2286,0,A6,X,L,127,Large,A,1
A6-127-L-1320-2286-60,48,48,55,1320,2286,60,A6,X,L,127,Large,A,2
A6-127-R-1140-2286-0,48,48,55,1140,2286,0,A6,X,R,127,Large,A,1
A6-127-R-1140-2286-60,48,48,55,1140,2286,60,A6,X,R,127,Large,A,2
A6-132-L-1320-2346-0,48,48,55,1320,2346,0,A6,X,L,132,Large,A,1
A6-132-L-1320-2346-60,48,48,55,1320,2346,60,A6,X,L,132,Large,A,2
A6-132-R-1140-2346-0,48,48,55,1140,2346,0,A6,X,R,132,Large,A,1
A6-132-R-1140-2346-60,48,48,55,1140,2346,60,A6,X,R,132,Large,A,2
A6-137-L-1320-2406-0,48,48,55,1320,2406,0,A6,X,L,137,Large,A,1
A6-137-L-1320-2406-60,48,48,55,1320,2406,60,A6,X,L,137,Large,A,2
A6-137-R-1140-2406-0,48,48,55,1140,2406,0,A6,X,R,137,Large,A,1
A6-137-R-1140-2406-60,48,48,55,1140,2406,60,A6,X,R,137,Large,A,2
A6-13-R-1140-702-0,48,48,55,1140,702,0,A6,X,R,13,Large,A,1
A6-13-R-1140-702-60,48,48,55,1140,702,60,A6,X,R,13,Large,A,2
A6-142-L-1320-2466-0,48,48,55,1320,2466,0,A6,X,L,142,Large,A,1
A6-142-L-1320-2466-60,48,48,55,1320,2466,60,A6,X,L,142,Large,A,2
A6-142-R-1140-2466-0,48,48,55,1140,2466,0,A6,X,R,142,Large,A,1
A6-142-R-1140-2466-60,48,48,55,1140,2466,60,A6,X,R,142,Large,A,2
A6-146-L-1320-2514-0,48,48,55,1320,2514,0,A6,X,L,146,Large,A,1
A6-146-L-1320-2514-60,48,48,55,1320,2514,60,A6,X,L,146,Large,A,2
A6-146-R-1140-2514-0,48,48,55,1140,2514,0,A6,X,R,146,Large,A,1
A6-146-R-1140-2514-60,48,48,55,1140,2514,60,A6,X,R,146,Large,A,2
A6-151-L-1320-2574-0,48,48,55,1320,2574,0,A6,X,L,151,Large,A,1
A6-151-L-1320-2574-60,48,48,55,1320,2574,60,A6,X,L,151,Large,A,2
A6-151-R-1140-2574-0,48,48,55,1140,2574,0,A6,X,R,151,Large,A,1
A6-151-R-1140-2574-60,48,48,55,1140,2574,60,A6,X,R,151,Large,A,2
A6-156-L-1320-2634-0,48,48,55,1320,2634,0,A6,X,L,156,Large,A,1
A6-156-L-1320-2634-60,48,48,55,1320,2634,60,A6,X,L,156,Large,A,2
A6-156-R-1140-2634-0,48,48,55,1140,2634,0,A6,X,R,156,Large,A,1
A6-156-R-1140-2634-60,48,48,55,1140,2634,60,A6,X,R,156,Large,A,2
A6-161-L-1320-2694-0,48,48,55,1320,2694,0,A6,X,L,161,Large,A,1
A6-161-L-1320-2694-60,48,48,55,1320,2694,60,A6,X,L,161,Large,A,2
A6-161-R-1140-2694-0,48,48,55,1140,2694,0,A6,X,R,161,Large,A,1
A6-161-R-1140-2694-60,48,48,55,1140,2694,60,A6,X,R,161,Large,A,2
A6-165-L-1320-2742-0,48,48,55,1320,2742,0,A6,X,L,165,Large,A,1
A6-165-L-1320-2742-60,48,48,55,1320,2742,60,A6,X,L,165,Large,A,2
A6-165-R-1140-2742-0,48,48,55,1140,2742,0,A6,X,R,165,Large,A,1
A6-165-R-1140-2742-60,48,48,55,1140,2742,60,A6,X,R,165,Large,A,2
A6-170-L-1320-2802-0,48,48,55,1320,2802,0,A6,X,L,170,Large,A,1
A6-170-L-1320-2802-60,48,48,55,1320,2802,60,A6,X,L,170,Large,A,2
A6-170-R-1140-2802-0,48,48,55,1140,2802,0,A6,X,R,170,Large,A,1
A6-170-R-1140-2802-60,48,48,55,1140,2802,60,A6,X,R,170,Large,A,2
A6-175-L-1320-2862-0,48,48,55,1320,2862,0,A6,X,L,175,Large,A,1
A6-175-L-1320-2862-60,48,48,55,1320,2862,60,A6,X,L,175,Large,A,2
A6-175-R-1140-2862-0,48,48,55,1140,2862,0,A6,X,R,175,Large,A,1
A6-175-R-1140-2862-60,48,48,55,1140,2862,60,A6,X,R,175,Large,A,2
A6-180-L-1320-2922-0,48,48,55,1320,2922,0,A6,X,L,180,Large,A,1
A6-180-L-1320-2922-60,48,48,55,1320,2922,60,A6,X,L,180,Large,A,2
A6-180-R-1140-2922-0,48,48,55,1140,2922,0,A6,X,R,180,Large,A,1
A6-180-R-1140-2922-60,48,48,55,1140,2922,60,A6,X,R,180,Large,A,2
A6-195-L-1320-3138-0,48,48,55,1320,3138,0,A6,X,L,195,Large,A,1
A6-195-L-1320-3138-60,48,48,55,1320,3138,60,A6,X,L,195,Large,A,2
A6-195-R-1140-3138-0,48,48,50,1140,3138,0,A6,X,R,195,Large,A,1
A6-195-R-1140-3138-48,48,48,21,1140,3138,48,A6,X,R,195,Large,A,2
A6-195-R-1140-3138-84,48,48,35,1140,3138,84,A6,X,R,195,Large,A,3
A6-199-L-1320-3198-0,48,48,55,1320,3198,0,A6,X,L,199,Large,A,1
A6-199-L-1320-3198-60,48,48,55,1320,3198,60,A6,X,L,199,Large,A,2
A6-199-R-1140-3198-0,48,48,50,1140,3198,0,A6,X,R,199,Large,A,1
A6-199-R-1140-3198-48,48,48,21,1140,3198,48,A6,X,R,199,Large,A,2
A6-199-R-1140-3198-84,48,48,35,1140,3198,84,A6,X,R,199,Large,A,3
A6-19-L-1320-810-0,48,48,55,1320,810,0,A6,X,L,19,Large,A,1
A6-19-L-1320-810-60,48,48,55,1320,810,60,A6,X,L,19,Large,A,2
A6-19-R-1140-810-0,48,48,55,1140,810,0,A6,X,R,19,Large,A,1
A6-19-R-1140-810-60,48,48,55,1140,810,60,A6,X,R,19,Large,A,2
A6-1-L-1320-390-0,48,48,55,1320,390,0,A6,X,L,1,Large,A,1
A6-1-L-1320-390-60,48,48,55,1320,390,60,A6,X,L,1,Large,A,2
A6-1-R-1140-390-0,48,48,55,1140,390,0,A6,X,R,1,Large,A,1
A6-1-R-1140-390-60,48,48,55,1140,390,60,A6,X,R,1,Large,A,2
A6-202-L-1320-3246-0,48,48,55,1320,3246,0,A6,X,L,202,Large,A,1
A6-202-L-1320-3246-60,48,48,55,1320,3246,60,A6,X,L,202,Large,A,2
A6-202-R-1140-3246-0,48,48,50,1140,3246,0,A6,X,R,202,Large,A,1
A6-202-R-1140-3246-48,48,48,21,1140,3246,48,A6,X,R,202,Large,A,2
A6-202-R-1140-3246-84,48,48,35,1140,3246,84,A6,X,R,202,Large,A,3
A6-206-L-1320-3306-0,48,48,55,1320,3306,0,A6,X,L,206,Large,A,1
A6-206-L-1320-3306-60,48,48,55,1320,3306,60,A6,X,L,206,Large,A,2
A6-206-R-1140-3306-0,48,48,50,1140,3306,0,A6,X,R,206,Large,A,1
A6-206-R-1140-3306-48,48,48,21,1140,3306,48,A6,X,R,206,Large,A,2
A6-206-R-1140-3306-84,48,48,35,1140,3306,84,A6,X,R,206,Large,A,3
A6-209-L-1320-3366-0,48,48,55,1320,3366,0,A6,X,L,209,Large,A,1
A6-209-L-1320-3366-60,48,48,55,1320,3366,60,A6,X,L,209,Large,A,2
A6-209-R-1140-3366-0,48,48,50,1140,3366,0,A6,X,R,209,Large,A,1
A6-209-R-1140-3366-48,48,48,21,1140,3366,48,A6,X,R,209,Large,A,2
A6-209-R-1140-3366-84,48,48,35,1140,3366,84,A6,X,R,209,Large,A,3
A6-213-L-1320-3426-0,48,48,55,1320,3426,0,A6,X,L,213,Large,A,1
A6-213-L-1320-3426-60,48,48,55,1320,3426,60,A6,X,L,213,Large,A,2
A6-213-R-1140-3426-0,48,48,50,1140,3426,0,A6,X,R,213,Large,A,1
A6-213-R-1140-3426-48,48,48,21,1140,3426,48,A6,X,R,213,Large,A,2
A6-213-R-1140-3426-84,48,48,35,1140,3426,84,A6,X,R,213,Large,A,3
A6-216-L-1320-3474-0,48,48,45,1320,3474,0,A6,X,L,216,Large,A,1
A6-216-L-1320-3474-48,48,48,55,1320,3474,48,A6,X,L,216,Large,A,2
A6-216-R-1140-3474-0,48,48,40,1140,3474,0,A6,X,R,216,Large,A,1
A6-216-R-1140-3474-48,48,48,21,1140,3474,48,A6,X,R,216,Large,A,2
A6-216-R-1140-3474-72,48,48,35,1140,3474,72,A6,X,R,216,Large,A,3
A6-219-L-1320-3534-0,48,48,45,1320,3534,0,A6,X,L,219,Large,A,1
A6-219-L-1320-3534-48,48,48,55,1320,3534,48,A6,X,L,219,Large,A,2
A6-219-R-1140-3534-0,48,48,40,1140,3534,0,A6,X,R,219,Large,A,1
A6-219-R-1140-3534-48,48,48,21,1140,3534,48,A6,X,R,219,Large,A,2
A6-219-R-1140-3534-72,48,48,35,1140,3534,72,A6,X,R,219,Large,A,3
A6-22-L-1320-870-0,48,48,55,1320,870,0,A6,X,L,22,Large,A,1
A6-22-L-1320-870-60,48,48,55,1320,870,60,A6,X,L,22,Large,A,2
A6-22-R-1140-870-0,48,48,55,1140,870,0,A6,X,R,22,Large,A,1
A6-22-R-1140-870-60,48,48,55,1140,870,60,A6,X,R,22,Large,A,2
A6-25-L-1320-918-0,48,48,55,1320,918,0,A6,X,L,25,Large,A,1
A6-25-L-1320-918-60,48,48,55,1320,918,60,A6,X,L,25,Large,A,2
A6-25-R-1140-918-0,48,48,55,1140,918,0,A6,X,R,25,Large,A,1
A6-25-R-1140-918-60,48,48,55,1140,918,60,A6,X,R,25,Large,A,2
A6-30-L-1320-978-0,48,48,55,1320,978,0,A6,X,L,30,Large,A,1
A6-30-L-1320-978-60,48,48,55,1320,978,60,A6,X,L,30,Large,A,2
A6-30-R-1140-978-0,48,48,55,1140,978,0,A6,X,R,30,Large,A,1
A6-30-R-1140-978-60,48,48,55,1140,978,60,A6,X,R,30,Large,A,2
A6-35-L-1320-1038-0,48,48,55,1320,1038,0,A6,X,L,35,Large,A,1
A6-35-L-1320-1038-60,48,48,55,1320,1038,60,A6,X,L,35,Large,A,2
A6-35-R-1140-1038-0,48,48,55,1140,1038,0,A6,X,R,35,Large,A,1
A6-35-R-1140-1038-60,48,48,55,1140,1038,60,A6,X,R,35,Large,A,2
A6-39-L-1320-1098-0,48,48,55,1320,1098,0,A6,X,L,39,Large,A,1
A6-39-L-1320-1098-60,48,48,55,1320,1098,60,A6,X,L,39,Large,A,2
A6-39-R-1140-1098-0,48,48,55,1140,1098,0,A6,X,R,39,Large,A,1
A6-39-R-1140-1098-60,48,48,55,1140,1098,60,A6,X,R,39,Large,A,2
A6-3-L-1320-450-0,48,48,55,1320,450,0,A6,X,L,3,Large,A,1
A6-3-L-1320-450-60,48,48,55,1320,450,60,A6,X,L,3,Large,A,2
A6-42-L-1320-1146-0,48,48,55,1320,1146,0,A6,X,L,42,Large,A,1
A6-42-L-1320-1146-60,48,48,55,1320,1146,60,A6,X,L,42,Large,A,2
A6-42-R-1140-1146-0,48,48,55,1140,1146,0,A6,X,R,42,Large,A,1
A6-42-R-1140-1146-60,48,48,55,1140,1146,60,A6,X,R,42,Large,A,2
A6-47-L-1320-1206-0,48,48,55,1320,1206,0,A6,X,L,47,Large,A,1
A6-47-L-1320-1206-60,48,48,55,1320,1206,60,A6,X,L,47,Large,A,2
A6-47-R-1140-1206-0,48,48,55,1140,1206,0,A6,X,R,47,Large,A,1
A6-47-R-1140-1206-60,48,48,55,1140,1206,60,A6,X,R,47,Large,A,2
A6-4-L-1320-498-0,48,48,55,1320,498,0,A6,X,L,4,Large,A,1
A6-4-L-1320-498-60,48,48,55,1320,498,60,A6,X,L,4,Large,A,2
A6-4-R-1140-498-0,48,48,55,1140,498,0,A6,X,R,4,Large,A,1
A6-4-R-1140-498-60,48,48,55,1140,498,60,A6,X,R,4,Large,A,2
A6-52-L-1320-1266-0,48,48,55,1320,1266,0,A6,X,L,52,Large,A,1
A6-52-L-1320-1266-60,48,48,55,1320,1266,60,A6,X,L,52,Large,A,2
A6-52-R-1140-1266-0,48,48,55,1140,1266,0,A6,X,R,52,Large,A,1
A6-52-R-1140-1266-60,48,48,55,1140,1266,60,A6,X,R,52,Large,A,2
A6-56-L-1320-1326-0,48,48,55,1320,1326,0,A6,X,L,56,Large,A,1
A6-56-L-1320-1326-60,48,48,55,1320,1326,60,A6,X,L,56,Large,A,2
A6-56-R-1140-1326-0,48,48,55,1140,1326,0,A6,X,R,56,Large,A,1
A6-56-R-1140-1326-60,48,48,55,1140,1326,60,A6,X,R,56,Large,A,2
A6-59-L-1320-1374-0,48,48,55,1320,1374,0,A6,X,L,59,Large,A,1
A6-59-L-1320-1374-60,48,48,55,1320,1374,60,A6,X,L,59,Large,A,2
A6-59-R-1140-1374-0,48,48,55,1140,1374,0,A6,X,R,59,Large,A,1
A6-59-R-1140-1374-60,48,48,55,1140,1374,60,A6,X,R,59,Large,A,2
A6-64-L-1320-1434-0,48,48,55,1320,1434,0,A6,X,L,64,Large,A,1
A6-64-L-1320-1434-60,48,48,55,1320,1434,60,A6,X,L,64,Large,A,2
A6-64-R-1140-1434-0,48,48,55,1140,1434,0,A6,X,R,64,Large,A,1
A6-64-R-1140-1434-60,48,48,55,1140,1434,60,A6,X,R,64,Large,A,2
A6-69-L-1320-1494-0,48,48,55,1320,1494,0,A6,X,L,69,Large,A,1
A6-69-L-1320-1494-60,48,48,55,1320,1494,60,A6,X,L,69,Large,A,2
A6-69-R-1140-1494-0,48,48,55,1140,1494,0,A6,X,R,69,Large,A,1
A6-69-R-1140-1494-60,48,48,55,1140,1494,60,A6,X,R,69,Large,A,2
A6-73-L-1320-1554-0,48,48,55,1320,1554,0,A6,X,L,73,Large,A,1
A6-73-L-1320-1554-60,48,48,55,1320,1554,60,A6,X,L,73,Large,A,2
A6-73-R-1140-1554-0,48,48,55,1140,1554,0,A6,X,R,73,Large,A,1
A6-73-R-1140-1554-60,48,48,55,1140,1554,60,A6,X,R,73,Large,A,2
A6-76-L-1320-1602-0,48,48,55,1320,1602,0,A6,X,L,76,Large,A,1
A6-76-L-1320-1602-60,48,48,55,1320,1602,60,A6,X,L,76,Large,A,2
A6-76-R-1140-1602-0,48,48,55,1140,1602,0,A6,X,R,76,Large,A,1
A6-76-R-1140-1602-60,48,48,55,1140,1602,60,A6,X,R,76,Large,A,2
A6-7-R-1140-594-0,48,48,55,1140,594,0,A6,X,R,7,Large,A,1
A6-7-R-1140-594-60,48,48,55,1140,594,60,A6,X,R,7,Large,A,2
A6-81-L-1320-1662-0,48,48,55,1320,1662,0,A6,X,L,81,Large,A,1
A6-81-L-1320-1662-60,48,48,55,1320,1662,60,A6,X,L,81,Large,A,2
A6-81-R-1140-1662-0,48,48,55,1140,1662,0,A6,X,R,81,Large,A,1
A6-81-R-1140-1662-60,48,48,55,1140,1662,60,A6,X,R,81,Large,A,2
A6-86-L-1320-1722-0,48,48,55,1320,1722,0,A6,X,L,86,Large,A,1
A6-86-L-1320-1722-60,48,48,55,1320,1722,60,A6,X,L,86,Large,A,2
A6-86-R-1140-1722-0,48,48,55,1140,1722,0,A6,X,R,86,Large,A,1
A6-86-R-1140-1722-60,48,48,55,1140,1722,60,A6,X,R,86,Large,A,2
A6-90-L-1320-1782-0,48,48,55,1320,1782,0,A6,X,L,90,Large,A,1
A6-90-L-1320-1782-60,48,48,55,1320,1782,60,A6,X,L,90,Large,A,2
A6-90-R-1140-1782-0,48,48,55,1140,1782,0,A6,X,R,90,Large,A,1
A6-90-R-1140-1782-60,48,48,55,1140,1782,60,A6,X,R,90,Large,A,2
A6-93-L-1320-1830-0,48,48,55,1320,1830,0,A6,X,L,93,Large,A,1
A6-93-L-1320-1830-60,48,48,55,1320,1830,60,A6,X,L,93,Large,A,2
A6-93-R-1140-1830-0,48,48,55,1140,1830,0,A6,X,R,93,Large,A,1
A6-93-R-1140-1830-60,48,48,55,1140,1830,60,A6,X,R,93,Large,A,2
A6-98-L-1320-1890-0,48,48,55,1320,1890,0,A6,X,L,98,Large,A,1
A6-98-L-1320-1890-60,48,48,55,1320,1890,60,A6,X,L,98,Large,A,2
A6-98-R-1140-1890-0,48,48,55,1140,1890,0,A6,X,R,98,Large,A,1
A6-98-R-1140-1890-60,48,48,55,1140,1890,60,A6,X,R,98,Large,A,2
A7-101-L-1548-1926-0,48,48,55,1548,1926,0,A7,X,L,101,Large,A,1
A7-101-L-1548-1926-60,48,48,55,1548,1926,60,A7,X,L,101,Large,A,2
A7-102-R-1368-1938-0,48,48,55,1368,1938,0,A7,X,R,102,Large,A,1
A7-102-R-1368-1938-60,48,48,55,1368,1938,60,A7,X,R,102,Large,A,2
A7-105-L-1548-1986-0,48,48,55,1548,1986,0,A7,X,L,105,Large,A,1
A7-105-L-1548-1986-60,48,48,55,1548,1986,60,A7,X,L,105,Large,A,2
A7-106-R-1368-1998-0,48,48,55,1368,1998,0,A7,X,R,106,Large,A,1
A7-106-R-1368-1998-60,48,48,55,1368,1998,60,A7,X,R,106,Large,A,2
A7-109-L-1548-2046-0,48,48,55,1548,2046,0,A7,X,L,109,Large,A,1
A7-109-L-1548-2046-60,48,48,55,1548,2046,60,A7,X,L,109,Large,A,2
A7-110-R-1368-2058-0,48,48,55,1368,2058,0,A7,X,R,110,Large,A,1
A7-110-R-1368-2058-60,48,48,55,1368,2058,60,A7,X,R,110,Large,A,2
A7-114-L-1548-2106-0,48,48,55,1548,2106,0,A7,X,L,114,Large,A,1
A7-114-L-1548-2106-60,48,48,55,1548,2106,60,A7,X,L,114,Large,A,2
A7-114-R-1368-2106-0,48,48,55,1368,2106,0,A7,X,R,114,Large,A,1
A7-114-R-1368-2106-60,48,48,55,1368,2106,60,A7,X,R,114,Large,A,2
A7-118-L-1548-2154-0,48,48,55,1548,2154,0,A7,X,L,118,Large,A,1
A7-118-L-1548-2154-60,48,48,55,1548,2154,60,A7,X,L,118,Large,A,2
A7-119-R-1368-2166-0,48,48,55,1368,2166,0,A7,X,R,119,Large,A,1
A7-119-R-1368-2166-60,48,48,55,1368,2166,60,A7,X,R,119,Large,A,2
A7-11-R-1368-666-0,48,48,55,1368,666,0,A7,X,R,11,Large,A,1
A7-11-R-1368-666-60,48,48,55,1368,666,60,A7,X,R,11,Large,A,2
A7-122-L-1548-2214-0,48,48,55,1548,2214,0,A7,X,L,122,Large,A,1
A7-122-L-1548-2214-60,48,48,55,1548,2214,60,A7,X,L,122,Large,A,2
A7-123-R-1368-2226-0,48,48,55,1368,2226,0,A7,X,R,123,Large,A,1
A7-123-R-1368-2226-60,48,48,55,1368,2226,60,A7,X,R,123,Large,A,2
A7-126-L-1548-2274-0,48,48,55,1548,2274,0,A7,X,L,126,Large,A,1
A7-126-L-1548-2274-60,48,48,55,1548,2274,60,A7,X,L,126,Large,A,2
A7-127-R-1368-2286-0,48,48,55,1368,2286,0,A7,X,R,127,Large,A,1
A7-127-R-1368-2286-60,48,48,55,1368,2286,60,A7,X,R,127,Large,A,2
A7-131-L-1548-2334-0,48,48,55,1548,2334,0,A7,X,L,131,Large,A,1
A7-131-L-1548-2334-60,48,48,55,1548,2334,60,A7,X,L,131,Large,A,2
A7-131-R-1368-2334-0,48,48,55,1368,2334,0,A7,X,R,131,Large,A,1
A7-131-R-1368-2334-60,48,48,55,1368,2334,60,A7,X,R,131,Large,A,2
A7-135-L-1548-2382-0,48,48,55,1548,2382,0,A7,X,L,135,Large,A,1
A7-135-L-1548-2382-60,48,48,55,1548,2382,60,A7,X,L,135,Large,A,2
A7-136-R-1368-2394-0,48,48,55,1368,2394,0,A7,X,R,136,Large,A,1
A7-136-R-1368-2394-60,48,48,55,1368,2394,60,A7,X,R,136,Large,A,2
A7-140-L-1548-2442-0,48,48,55,1548,2442,0,A7,X,L,140,Large,A,1
A7-140-L-1548-2442-60,48,48,55,1548,2442,60,A7,X,L,140,Large,A,2
A7-141-R-1368-2454-0,48,48,55,1368,2454,0,A7,X,R,141,Large,A,1
A7-141-R-1368-2454-60,48,48,55,1368,2454,60,A7,X,R,141,Large,A,2
A7-145-L-1548-2502-0,48,48,55,1548,2502,0,A7,X,L,145,Large,A,1
A7-145-L-1548-2502-60,48,48,55,1548,2502,60,A7,X,L,145,Large,A,2
A7-146-R-1368-2514-0,48,48,55,1368,2514,0,A7,X,R,146,Large,A,1
A7-146-R-1368-2514-60,48,48,55,1368,2514,60,A7,X,R,146,Large,A,2
A7-14-L-1548-714-0,48,48,55,1548,714,0,A7,X,L,14,Large,A,1
A7-14-L-1548-714-60,48,48,55,1548,714,60,A7,X,L,14,Large,A,2
A7-150-L-1548-2562-0,48,48,55,1548,2562,0,A7,X,L,150,Large,A,1
A7-150-L-1548-2562-60,48,48,55,1548,2562,60,A7,X,L,150,Large,A,2
A7-150-R-1368-2562-0,48,48,55,1368,2562,0,A7,X,R,150,Large,A,1
A7-150-R-1368-2562-60,48,48,55,1368,2562,60,A7,X,R,150,Large,A,2
A7-154-L-1548-2610-0,48,48,55,1548,2610,0,A7,X,L,154,Large,A,1
A7-154-L-1548-2610-60,48,48,55,1548,2610,60,A7,X,L,154,Large,A,2
A7-155-R-1368-2622-0,48,48,55,1368,2622,0,A7,X,R,155,Large,A,1
A7-155-R-1368-2622-60,48,48,55,1368,2622,60,A7,X,R,155,Large,A,2
A7-159-L-1548-2670-0,48,48,55,1548,2670,0,A7,X,L,159,Large,A,1
A7-159-L-1548-2670-60,48,48,55,1548,2670,60,A7,X,L,159,Large,A,2
A7-160-R-1368-2682-0,48,48,55,1368,2682,0,A7,X,R,160,Large,A,1
A7-160-R-1368-2682-60,48,48,55,1368,2682,60,A7,X,R,160,Large,A,2
A7-164-L-1548-2730-0,48,48,55,1548,2730,0,A7,X,L,164,Large,A,1
A7-164-L-1548-2730-60,48,48,55,1548,2730,60,A7,X,L,164,Large,A,2
A7-165-R-1368-2742-0,48,48,55,1368,2742,0,A7,X,R,165,Large,A,1
A7-165-R-1368-2742-60,48,48,55,1368,2742,60,A7,X,R,165,Large,A,2
A7-169-L-1548-2790-0,48,48,55,1548,2790,0,A7,X,L,169,Large,A,1
A7-169-L-1548-2790-60,48,48,55,1548,2790,60,A7,X,L,169,Large,A,2
A7-169-R-1368-2790-0,48,48,55,1368,2790,0,A7,X,R,169,Large,A,1
A7-169-R-1368-2790-60,48,48,55,1368,2790,60,A7,X,R,169,Large,A,2
A7-173-L-1548-2838-0,48,48,55,1548,2838,0,A7,X,L,173,Large,A,1
A7-173-L-1548-2838-60,48,48,55,1548,2838,60,A7,X,L,173,Large,A,2
A7-174-R-1368-2850-0,48,48,55,1368,2850,0,A7,X,R,174,Large,A,1
A7-174-R-1368-2850-60,48,48,55,1368,2850,60,A7,X,R,174,Large,A,2
A7-178-L-1548-2898-0,48,48,55,1548,2898,0,A7,X,L,178,Large,A,1
A7-178-L-1548-2898-60,48,48,55,1548,2898,60,A7,X,L,178,Large,A,2
A7-179-R-1368-2910-0,48,48,55,1368,2910,0,A7,X,R,179,Large,A,1
A7-179-R-1368-2910-60,48,48,55,1368,2910,60,A7,X,R,179,Large,A,2
