LOCATION,WIDTH,DEPTH,HEIGHT,X,Y,Z,AISLE,CENTERAXIS,AISLESIDE,BAY,WAREHOUSE,AREA,LEVEL
A10-100-R-2100-1824-0,48,48,82,2100,1824,0,A10,X,R,100,WARREN,A,1
A10-100-R-2100-1824-84,48,48,30,2100,1824,84,A10,X,R,100,WARREN,A,2
A10-101-L-2100-1836-0,48,48,82,2100,1836,0,A10,X,L,101,WARREN,A,1
A10-101-L-2100-1836-84,48,48,30,2100,1836,84,A10,X,L,101,WARREN,A,2
A10-104-R-2100-1872-0,48,48,82,2100,1872,0,A10,X,R,104,WARREN,A,1
A10-104-R-2100-1872-84,48,48,30,2100,1872,84,A10,X,R,104,WARREN,A,2
A10-105-L-2100-1896-0,48,48,82,2100,1896,0,A10,X,L,105,WARREN,A,1
A10-105-L-2100-1896-84,48,48,30,2100,1896,84,A10,X,L,105,WARREN,A,2
A10-108-R-2100-1932-0,48,48,82,2100,1932,0,A10,X,R,108,WARREN,A,1
A10-108-R-2100-1932-84,48,48,30,2100,1932,84,A10,X,R,108,WARREN,A,2
A10-109-L-2100-1956-0,48,48,82,2100,1956,0,A10,X,L,109,WARREN,A,1
A10-109-L-2100-1956-84,48,48,30,2100,1956,84,A10,X,L,109,WARREN,A,2
A10-112-R-2100-1992-0,48,48,82,2100,1992,0,A10,X,R,112,WARREN,A,1
A10-112-R-2100-1992-84,48,48,30,2100,1992,84,A10,X,R,112,WARREN,A,2
A10-113-L-2100-2004-0,48,48,82,2100,2004,0,A10,X,L,113,WARREN,A,1
A10-113-L-2100-2004-84,48,48,30,2100,2004,84,A10,X,L,113,WARREN,A,2
A10-117-R-2100-2052-0,48,48,82,2100,2052,0,A10,X,R,117,WARREN,A,1
A10-117-R-2100-2052-84,48,48,30,2100,2052,84,A10,X,R,117,WARREN,A,2
A10-118-L-2100-2064-0,48,48,82,2100,2064,0,A10,X,L,118,WARREN,A,1
A10-118-L-2100-2064-84,48,48,30,2100,2064,84,A10,X,L,118,WARREN,A,2
A10-121-R-2100-2100-0,48,48,82,2100,2100,0,A10,X,R,121,WARREN,A,1
A10-121-R-2100-2100-84,48,48,30,2100,2100,84,A10,X,R,121,WARREN,A,2
A10-122-L-2100-2124-0,48,48,82,2100,2124,0,A10,X,L,122,WARREN,A,1
A10-122-L-2100-2124-84,48,48,30,2100,2124,84,A10,X,L,122,WARREN,A,2
A10-125-R-2100-2160-0,48,48,82,2100,2160,0,A10,X,R,125,WARREN,A,1
A10-125-R-2100-2160-84,48,48,30,2100,2160,84,A10,X,R,125,WARREN,A,2
A10-126-L-2100-2184-0,48,48,82,2100,2184,0,A10,X,L,126,WARREN,A,1
A10-126-L-2100-2184-84,48,48,30,2100,2184,84,A10,X,L,126,WARREN,A,2
A10-129-R-2100-2220-0,48,48,82,2100,2220,0,A10,X,R,129,WARREN,A,1
A10-129-R-2100-2220-84,48,48,30,2100,2220,84,A10,X,R,129,WARREN,A,2
A10-12-L-2100-588-0,48,48,82,2100,588,0,A10,X,L,12,WARREN,A,1
A10-12-L-2100-588-84,48,48,30,2100,588,84,A10,X,L,12,WARREN,A,2
A10-130-L-2100-2232-0,48,48,82,2100,2232,0,A10,X,L,130,WARREN,A,1
A10-130-L-2100-2232-84,48,48,30,2100,2232,84,A10,X,L,130,WARREN,A,2
A10-134-R-2100-2280-0,48,48,82,2100,2280,0,A10,X,R,134,WARREN,A,1
A10-134-R-2100-2280-84,48,48,30,2100,2280,84,A10,X,R,134,WARREN,A,2
A10-135-L-2100-2292-0,48,48,82,2100,2292,0,A10,X,L,135,WARREN,A,1
A10-135-L-2100-2292-84,48,48,30,2100,2292,84,A10,X,L,135,WARREN,A,2
A10-138-R-2100-2328-0,48,48,82,2100,2328,0,A10,X,R,138,WARREN,A,1
A10-138-R-2100-2328-84,48,48,30,2100,2328,84,A10,X,R,138,WARREN,A,2
A10-140-L-2100-2352-0,48,48,82,2100,2352,0,A10,X,L,140,WARREN,A,1
A10-140-L-2100-2352-84,48,48,30,2100,2352,84,A10,X,L,140,WARREN,A,2
A10-143-R-2100-2388-0,48,48,82,2100,2388,0,A10,X,R,143,WARREN,A,1
A10-143-R-2100-2388-84,48,48,30,2100,2388,84,A10,X,R,143,WARREN,A,2
A10-145-L-2100-2412-0,48,48,82,2100,2412,0,A10,X,L,145,WARREN,A,1
A10-145-L-2100-2412-84,48,48,30,2100,2412,84,A10,X,L,145,WARREN,A,2
A10-148-R-2100-2448-0,48,48,82,2100,2448,0,A10,X,R,148,WARREN,A,1
A10-148-R-2100-2448-84,48,48,30,2100,2448,84,A10,X,R,148,WARREN,A,2
A10-149-L-2100-2460-0,48,48,82,2100,2460,0,A10,X,L,149,WARREN,A,1
A10-149-L-2100-2460-84,48,48,30,2100,2460,84,A10,X,L,149,WARREN,A,2
A10-14-R-2100-624-0,48,48,82,2100,624,0,A10,X,R,14,WARREN,A,1
A10-14-R-2100-624-84,48,48,30,2100,624,84,A10,X,R,14,WARREN,A,2
A10-153-R-2100-2508-0,48,48,82,2100,2508,0,A10,X,R,153,WARREN,A,1
A10-153-R-2100-2508-84,48,48,30,2100,2508,84,A10,X,R,153,WARREN,A,2
A10-154-L-2100-2520-0,48,48,82,2100,2520,0,A10,X,L,154,WARREN,A,1
A10-154-L-2100-2520-84,48,48,30,2100,2520,84,A10,X,L,154,WARREN,A,2
A10-157-R-2100-2556-0,48,48,82,2100,2556,0,A10,X,R,157,WARREN,A,1
A10-157-R-2100-2556-84,48,48,30,2100,2556,84,A10,X,R,157,WARREN,A,2
A10-159-L-2100-2580-0,48,48,82,2100,2580,0,A10,X,L,159,WARREN,A,1
A10-159-L-2100-2580-84,48,48,30,2100,2580,84,A10,X,L,159,WARREN,A,2
A10-15-L-2100-636-0,48,48,82,2100,636,0,A10,X,L,15,WARREN,A,1
A10-15-L-2100-636-84,48,48,30,2100,636,84,A10,X,L,15,WARREN,A,2
A10-162-R-2100-2616-0,48,48,82,2100,2616,0,A10,X,R,162,WARREN,A,1
A10-162-R-2100-2616-84,48,48,30,2100,2616,84,A10,X,R,162,WARREN,A,2
A10-164-L-2100-2640-0,48,48,82,2100,2640,0,A10,X,L,164,WARREN,A,1
A10-164-L-2100-2640-84,48,48,30,2100,2640,84,A10,X,L,164,WARREN,A,2
A10-167-R-2100-2676-0,48,48,82,2100,2676,0,A10,X,R,167,WARREN,A,1
A10-167-R-2100-2676-84,48,48,30,2100,2676,84,A10,X,R,167,WARREN,A,2
A10-172-R-2100-2736-0,48,48,82,2100,2736,0,A10,X,R,172,WARREN,A,1
A10-172-R-2100-2736-84,48,48,30,2100,2736,84,A10,X,R,172,WARREN,A,2
A10-17-R-2100-684-0,48,48,82,2100,684,0,A10,X,R,17,WARREN,A,1
A10-17-R-2100-684-84,48,48,30,2100,684,84,A10,X,R,17,WARREN,A,2
A10-18-L-2100-696-0,48,48,82,2100,696,0,A10,X,L,18,WARREN,A,1
A10-18-L-2100-696-84,48,48,30,2100,696,84,A10,X,L,18,WARREN,A,2
A10-195-L-2100-3048-0,48,48,27,2100,3048,0,A10,X,L,195,WARREN,A,1
A10-199-L-2100-3108-0,48,48,27,2100,3108,0,A10,X,L,199,WARREN,A,1
A10-1-L-2100-300-0,48,48,82,2100,300,0,A10,X,L,1,WARREN,A,1
A10-1-L-2100-300-84,48,48,30,2100,300,84,A10,X,L,1,WARREN,A,2
A10-1-R-2100-300-0,48,48,82,2100,300,0,A10,X,R,1,WARREN,A,1
A10-1-R-2100-300-84,48,48,30,2100,300,84,A10,X,R,1,WARREN,A,2
A10-202-L-2100-3156-0,48,48,27,2100,3156,0,A10,X,L,202,WARREN,A,1
A10-206-L-2100-3216-0,48,48,27,2100,3216,0,A10,X,L,206,WARREN,A,1
A10-209-L-2100-3276-0,48,48,27,2100,3276,0,A10,X,L,209,WARREN,A,1
A10-20-R-2100-732-0,48,48,82,2100,732,0,A10,X,R,20,WARREN,A,1
A10-20-R-2100-732-84,48,48,30,2100,732,84,A10,X,R,20,WARREN,A,2
A10-213-L-2100-3336-0,48,48,27,2100,3336,0,A10,X,L,213,WARREN,A,1
A10-216-L-2100-3384-0,48,48,41,2100,3384,0,A10,X,L,216,WARREN,A,1
A10-219-L-2100-3444-0,48,48,41,2100,3444,0,A10,X,L,219,WARREN,A,1
A10-21-L-2100-756-0,48,48,82,2100,756,0,A10,X,L,21,WARREN,A,1
A10-21-L-2100-756-84,48,48,30,2100,756,84,A10,X,L,21,WARREN,A,2
A10-23-R-2100-792-0,48,48,82,2100,792,0,A10,X,R,23,WARREN,A,1
A10-23-R-2100-792-84,48,48,30,2100,792,84,A10,X,R,23,WARREN,A,2
A10-24-L-2100-816-0,48,48,82,2100,816,0,A10,X,L,24,WARREN,A,1
A10-24-L-2100-816-84,48,48,30,2100,816,84,A10,X,L,24,WARREN,A,2
A10-27-R-2100-852-0,48,48,82,2100,852,0,A10,X,R,27,WARREN,A,1
A10-27-R-2100-852-84,48,48,30,2100,852,84,A10,X,R,27,WARREN,A,2
A10-28-L-2100-864-0,48,48,82,2100,864,0,A10,X,L,28,WARREN,A,1
A10-28-L-2100-864-84,48,48,30,2100,864,84,A10,X,L,28,WARREN,A,2
A10-32-R-2100-912-0,48,48,82,2100,912,0,A10,X,R,32,WARREN,A,1
A10-32-R-2100-912-84,48,48,30,2100,912,84,A10,X,R,32,WARREN,A,2
A10-33-L-2100-924-0,48,48,82,2100,924,0,A10,X,L,33,WARREN,A,1
A10-33-L-2100-924-84,48,48,30,2100,924,84,A10,X,L,33,WARREN,A,2
A10-36-R-2100-960-0,48,48,82,2100,960,0,A10,X,R,36,WARREN,A,1
A10-36-R-2100-960-84,48,48,30,2100,960,84,A10,X,R,36,WARREN,A,2
A10-37-L-2100-984-0,48,48,82,2100,984,0,A10,X,L,37,WARREN,A,1
A10-37-L-2100-984-84,48,48,30,2100,984,84,A10,X,L,37,WARREN,A,2
A10-3-L-2100-360-0,48,48,82,2100,360,0,A10,X,L,3,WARREN,A,1
A10-3-L-2100-360-84,48,48,30,2100,360,84,A10,X,L,3,WARREN,A,2
A10-3-R-2100-360-0,48,48,82,2100,360,0,A10,X,R,3,WARREN,A,1
A10-3-R-2100-360-84,48,48,30,2100,360,84,A10,X,R,3,WARREN,A,2
A10-40-R-2100-1020-0,48,48,82,2100,1020,0,A10,X,R,40,WARREN,A,1
A10-40-R-2100-1020-84,48,48,30,2100,1020,84,A10,X,R,40,WARREN,A,2
A10-41-L-2100-1044-0,48,48,82,2100,1044,0,A10,X,L,41,WARREN,A,1
A10-41-L-2100-1044-84,48,48,30,2100,1044,84,A10,X,L,41,WARREN,A,2
A10-44-R-2100-1080-0,48,48,82,2100,1080,0,A10,X,R,44,WARREN,A,1
A10-44-R-2100-1080-84,48,48,30,2100,1080,84,A10,X,R,44,WARREN,A,2
A10-45-L-2100-1092-0,48,48,82,2100,1092,0,A10,X,L,45,WARREN,A,1
A10-45-L-2100-1092-84,48,48,30,2100,1092,84,A10,X,L,45,WARREN,A,2
A10-49-R-2100-1140-0,48,48,82,2100,1140,0,A10,X,R,49,WARREN,A,1
A10-49-R-2100-1140-84,48,48,30,2100,1140,84,A10,X,R,49,WARREN,A,2
A10-4-L-2100-408-0,48,48,82,2100,408,0,A10,X,L,4,WARREN,A,1
A10-4-L-2100-408-84,48,48,30,2100,408,84,A10,X,L,4,WARREN,A,2
A10-4-R-2100-408-0,48,48,82,2100,408,0,A10,X,R,4,WARREN,A,1
A10-4-R-2100-408-84,48,48,30,2100,408,84,A10,X,R,4,WARREN,A,2
A10-50-L-2100-1152-0,48,48,82,2100,1152,0,A10,X,L,50,WARREN,A,1
A10-50-L-2100-1152-84,48,48,30,2100,1152,84,A10,X,L,50,WARREN,A,2
A10-53-R-2100-1188-0,48,48,82,2100,1188,0,A10,X,R,53,WARREN,A,1
A10-53-R-2100-1188-84,48,48,30,2100,1188,84,A10,X,R,53,WARREN,A,2
A10-54-L-2100-1212-0,48,48,82,2100,1212,0,A10,X,L,54,WARREN,A,1
A10-54-L-2100-1212-84,48,48,30,2100,1212,84,A10,X,L,54,WARREN,A,2
A10-57-R-2100-1248-0,48,48,82,2100,1248,0,A10,X,R,57,WARREN,A,1
A10-57-R-2100-1248-84,48,48,30,2100,1248,84,A10,X,R,57,WARREN,A,2
A10-58-L-2100-1272-0,48,48,82,2100,1272,0,A10,X,L,58,WARREN,A,1
A10-58-L-2100-1272-84,48,48,30,2100,1272,84,A10,X,L,58,WARREN,A,2
A10-61-R-2100-1308-0,48,48,82,2100,1308,0,A10,X,R,61,WARREN,A,1
A10-61-R-2100-1308-84,48,48,30,2100,1308,84,A10,X,R,61,WARREN,A,2
A10-62-L-2100-1320-0,48,48,82,2100,1320,0,A10,X,L,62,WARREN,A,1
A10-62-L-2100-1320-84,48,48,30,2100,1320,84,A10,X,L,62,WARREN,A,2
A10-66-R-2100-1368-0,48,48,82,2100,1368,0,A10,X,R,66,WARREN,A,1
A10-66-R-2100-1368-84,48,48,30,2100,1368,84,A10,X,R,66,WARREN,A,2
A10-67-L-2100-1380-0,48,48,82,2100,1380,0,A10,X,L,67,WARREN,A,1
A10-67-L-2100-1380-84,48,48,30,2100,1380,84,A10,X,L,67,WARREN,A,2
A10-6-L-2100-468-0,48,48,82,2100,468,0,A10,X,L,6,WARREN,A,1
A10-6-L-2100-468-84,48,48,30,2100,468,84,A10,X,L,6,WARREN,A,2
A10-70-R-2100-1416-0,48,48,82,2100,1416,0,A10,X,R,70,WARREN,A,1
A10-70-R-2100-1416-84,48,48,30,2100,1416,84,A10,X,R,70,WARREN,A,2
A10-71-L-2100-1440-0,48,48,82,2100,1440,0,A10,X,L,71,WARREN,A,1
A10-71-L-2100-1440-84,48,48,30,2100,1440,84,A10,X,L,71,WARREN,A,2
A10-74-R-2100-1476-0,48,48,82,2100,1476,0,A10,X,R,74,WARREN,A,1
A10-74-R-2100-1476-84,48,48,30,2100,1476,84,A10,X,R,74,WARREN,A,2
A10-75-L-2100-1500-0,48,48,82,2100,1500,0,A10,X,L,75,WARREN,A,1
A10-75-L-2100-1500-84,48,48,30,2100,1500,84,A10,X,L,75,WARREN,A,2
A10-78-R-2100-1536-0,48,48,82,2100,1536,0,A10,X,R,78,WARREN,A,1
A10-78-R-2100-1536-84,48,48,30,2100,1536,84,A10,X,R,78,WARREN,A,2
A10-79-L-2100-1548-0,48,48,82,2100,1548,0,A10,X,L,79,WARREN,A,1
A10-79-L-2100-1548-84,48,48,30,2100,1548,84,A10,X,L,79,WARREN,A,2
A10-83-R-2100-1596-0,48,48,82,2100,1596,0,A10,X,R,83,WARREN,A,1
A10-83-R-2100-1596-84,48,48,30,2100,1596,84,A10,X,R,83,WARREN,A,2
A10-84-L-2100-1608-0,48,48,82,2100,1608,0,A10,X,L,84,WARREN,A,1
A10-84-L-2100-1608-84,48,48,30,2100,1608,84,A10,X,L,84,WARREN,A,2
A10-87-R-2100-1644-0,48,48,82,2100,1644,0,A10,X,R,87,WARREN,A,1
A10-87-R-2100-1644-84,48,48,30,2100,1644,84,A10,X,R,87,WARREN,A,2
A10-88-L-2100-1668-0,48,48,82,2100,1668,0,A10,X,L,88,WARREN,A,1
A10-88-L-2100-1668-84,48,48,30,2100,1668,84,A10,X,L,88,WARREN,A,2
A10-8-R-2100-516-0,48,48,82,2100,516,0,A10,X,R,8,WARREN,A,1
A10-8-R-2100-516-84,48,48,30,2100,516,84,A10,X,R,8,WARREN,A,2
A10-91-R-2100-1704-0,48,48,82,2100,1704,0,A10,X,R,91,WARREN,A,1
A10-91-R-2100-1704-84,48,48,30,2100,1704,84,A10,X,R,91,WARREN,A,2
A10-92-L-2100-1728-0,48,48,82,2100,1728,0,A10,X,L,92,WARREN,A,1
A10-92-L-2100-1728-84,48,48,30,2100,1728,84,A10,X,L,92,WARREN,A,2
A10-95-R-2100-1764-0,48,48,82,2100,1764,0,A10,X,R,95,WARREN,A,1
A10-95-R-2100-1764-84,48,48,30,2100,1764,84,A10,X,R,95,WARREN,A,2
A10-96-L-2100-1776-0,48,48,82,2100,1776,0,A10,X,L,96,WARREN,A,1
A10-96-L-2100-1776-84,48,48,30,2100,1776,84,A10,X,L,96,WARREN,A,2
A10-9-L-2100-528-0,48,48,82,2100,528,0,A10,X,L,9,WARREN,A,1
A10-9-L-2100-528-84,48,48,30,2100,528,84,A10,X,L,9,WARREN,A,2
A1-101-L-48-1836-0,48,48,55,48,1836,0,A1,X,L,101,WARREN,A,1
A1-101-L-48-1836-60,48,48,55,48,1836,60,A1,X,L,101,WARREN,A,2
A1-101-R-48-1836-0,48,48,55,48,1836,0,A1,X,R,101,WARREN,A,1
A1-101-R-48-1836-60,48,48,55,48,1836,60,A1,X,R,101,WARREN,A,2
A1-105-L-48-1896-0,48,48,55,48,1896,0,A1,X,L,105,WARREN,A,1
A1-105-L-48-1896-60,48,48,55,48,1896,60,A1,X,L,105,WARREN,A,2
A1-105-R-48-1896-0,48,48,55,48,1896,0,A1,X,R,105,WARREN,A,1
A1-105-R-48-1896-60,48,48,55,48,1896,60,A1,X,R,105,WARREN,A,2
A1-109-L-48-1956-0,48,48,55,48,1956,0,A1,X,L,109,WARREN,A,1
A1-109-L-48-1956-60,48,48,55,48,1956,60,A1,X,L,109,WARREN,A,2
A1-109-R-48-1956-0,48,48,55,48,1956,0,A1,X,R,109,WARREN,A,1
A1-109-R-48-1956-60,48,48,55,48,1956,60,A1,X,R,109,WARREN,A,2
A11-100-R-2328-1824-0,48,48,48,2328,1824,0,A11,X,R,100,WARREN,A,1
A11-100-R-2328-1824-48,48,48,22,2328,1824,48,A11,X,R,100,WARREN,A,2
A11-101-L-2328-1836-0,48,48,61,2328,1836,0,A11,X,L,101,WARREN,A,1
A11-101-L-2328-1836-60,48,48,61,2328,1836,60,A11,X,L,101,WARREN,A,2
A11-104-R-2328-1872-0,48,48,48,2328,1872,0,A11,X,R,104,WARREN,A,1
A11-104-R-2328-1872-48,48,48,30,2328,1872,48,A11,X,R,104,WARREN,A,3
A11-105-L-2328-1896-0,48,48,61,2328,1896,0,A11,X,L,105,WARREN,A,1
A11-105-L-2328-1896-60,48,48,61,2328,1896,60,A11,X,L,105,WARREN,A,2
A11-107-R-2328-1920-48,48,48,30,2328,1920,48,A11,X,R,107,WARREN,A,3
A11-108-R-2328-1932-0,48,48,48,2328,1932,0,A11,X,R,108,WARREN,A,1
A11-108-R-2328-1932-48,48,48,22,2328,1932,48,A11,X,R,108,WARREN,A,2
A11-109-L-2328-1956-0,48,48,61,2328,1956,0,A11,X,L,109,WARREN,A,1
A11-109-L-2328-1956-60,48,48,61,2328,1956,60,A11,X,L,109,WARREN,A,2
A11-10-R-2328-564-48,48,48,30,2328,564,48,A11,X,R,10,WARREN,A,3
A11-111-R-2328-1980-48,48,48,30,2328,1980,48,A11,X,R,111,WARREN,A,3
A11-112-R-2328-1992-0,48,48,48,2328,1992,0,A11,X,R,112,WARREN,A,1
A11-112-R-2328-1992-48,48,48,22,2328,1992,48,A11,X,R,112,WARREN,A,2
A11-113-L-2328-2004-0,48,48,61,2328,2004,0,A11,X,L,113,WARREN,A,1
A11-113-L-2328-2004-60,48,48,61,2328,2004,60,A11,X,L,113,WARREN,A,2
A11-116-R-2328-2040-48,48,48,30,2328,2040,48,A11,X,R,116,WARREN,A,3
A11-117-R-2328-2052-0,48,48,48,2328,2052,0,A11,X,R,117,WARREN,A,1
A11-117-R-2328-2052-48,48,48,22,2328,2052,48,A11,X,R,117,WARREN,A,2
A11-118-L-2328-2064-0,48,48,61,2328,2064,0,A11,X,L,118,WARREN,A,1
A11-118-L-2328-2064-60,48,48,61,2328,2064,60,A11,X,L,118,WARREN,A,2
A11-121-R-2328-2100-0,48,48,48,2328,2100,0,A11,X,R,121,WARREN,A,1
A11-121-R-2328-2100-48,48,48,30,2328,2100,48,A11,X,R,121,WARREN,A,3
A11-122-L-2328-2124-0,48,48,61,2328,2124,0,A11,X,L,122,WARREN,A,1
A11-122-L-2328-2124-60,48,48,61,2328,2124,60,A11,X,L,122,WARREN,A,2
A11-124-R-2328-2148-48,48,48,30,2328,2148,48,A11,X,R,124,WARREN,A,3
A11-125-R-2328-2160-0,48,48,48,2328,2160,0,A11,X,R,125,WARREN,A,1
A11-125-R-2328-2160-48,48,48,22,2328,2160,48,A11,X,R,125,WARREN,A,2
A11-126-L-2328-2184-0,48,48,61,2328,2184,0,A11,X,L,126,WARREN,A,1
A11-126-L-2328-2184-60,48,48,61,2328,2184,60,A11,X,L,126,WARREN,A,2
A11-128-R-2328-2208-48,48,48,30,2328,2208,48,A11,X,R,128,WARREN,A,3
A11-129-R-2328-2220-0,48,48,48,2328,2220,0,A11,X,R,129,WARREN,A,1
A11-129-R-2328-2220-48,48,48,22,2328,2220,48,A11,X,R,129,WARREN,A,2
A11-12-L-2328-588-0,48,48,61,2328,588,0,A11,X,L,12,WARREN,A,1
A11-12-L-2328-588-60,48,48,61,2328,588,60,A11,X,L,12,WARREN,A,2
A11-130-L-2328-2232-0,48,48,61,2328,2232,0,A11,X,L,130,WARREN,A,1
A11-130-L-2328-2232-60,48,48,61,2328,2232,60,A11,X,L,130,WARREN,A,2
A11-133-R-2328-2268-48,48,48,30,2328,2268,48,A11,X,R,133,WARREN,A,3
A11-134-R-2328-2280-0,48,48,48,2328,2280,0,A11,X,R,134,WARREN,A,1
A11-134-R-2328-2280-48,48,48,22,2328,2280,48,A11,X,R,134,WARREN,A,2
A11-135-L-2328-2292-0,48,48,61,2328,2292,0,A11,X,L,135,WARREN,A,1
A11-135-L-2328-2292-60,48,48,61,2328,2292,60,A11,X,L,135,WARREN,A,2
A11-138-R-2328-2328-0,48,48,48,2328,2328,0,A11,X,R,138,WARREN,A,1
A11-138-R-2328-2328-48,48,48,30,2328,2328,48,A11,X,R,138,WARREN,A,3
A1-113-L-48-2004-0,48,48,55,48,2004,0,A1,X,L,113,WARREN,A,1
A1-113-L-48-2004-60,48,48,55,48,2004,60,A1,X,L,113,WARREN,A,2
A1-113-R-48-2004-0,48,48,55,48,2004,0,A1,X,R,113,WARREN,A,1
A1-113-R-48-2004-60,48,48,55,48,2004,60,A1,X,R,113,WARREN,A,2
A11-140-L-2328-2352-0,48,48,61,2328,2352,0,A11,X,L,140,WARREN,A,1
A11-140-L-2328-2352-60,48,48,61,2328,2352,60,A11,X,L,140,WARREN,A,2
A11-142-R-2328-2376-48,48,48,30,2328,2376,48,A11,X,R,142,WARREN,A,3
A11-143-R-2328-2388-0,48,48,48,2328,2388,0,A11,X,R,143,WARREN,A,1
A11-143-R-2328-2388-48,48,48,22,2328,2388,48,A11,X,R,143,WARREN,A,2
A11-145-L-2328-2412-0,48,48,61,2328,2412,0,A11,X,L,145,WARREN,A,1
A11-145-L-2328-2412-60,48,48,61,2328,2412,60,A11,X,L,145,WARREN,A,2
A11-147-R-2328-2436-48,48,48,30,2328,2436,48,A11,X,R,147,WARREN,A,3
A11-148-R-2328-2448-0,48,48,48,2328,2448,0,A11,X,R,148,WARREN,A,1
A11-148-R-2328-2448-48,48,48,22,2328,2448,48,A11,X,R,148,WARREN,A,2
A11-149-L-2328-2460-0,48,48,61,2328,2460,0,A11,X,L,149,WARREN,A,1
A11-149-L-2328-2460-60,48,48,61,2328,2460,60,A11,X,L,149,WARREN,A,2
A11-14-R-2328-624-0,48,48,48,2328,624,0,A11,X,R,14,WARREN,A,1
A11-14-R-2328-624-48,48,48,22,2328,624,48,A11,X,R,14,WARREN,A,2
A11-152-R-2328-2496-48,48,48,30,2328,2496,48,A11,X,R,152,WARREN,A,3
A11-153-R-2328-2508-0,48,48,48,2328,2508,0,A11,X,R,153,WARREN,A,1
A11-153-R-2328-2508-48,48,48,22,2328,2508,48,A11,X,R,153,WARREN,A,2
A11-154-L-2328-2520-0,48,48,61,2328,2520,0,A11,X,L,154,WARREN,A,1
A11-154-L-2328-2520-60,48,48,61,2328,2520,60,A11,X,L,154,WARREN,A,2
A11-157-R-2328-2556-0,48,48,48,2328,2556,0,A11,X,R,157,WARREN,A,1
A11-157-R-2328-2556-48,48,48,30,2328,2556,48,A11,X,R,157,WARREN,A,3
A11-159-L-2328-2580-0,48,48,61,2328,2580,0,A11,X,L,159,WARREN,A,1
A11-159-L-2328-2580-60,48,48,61,2328,2580,60,A11,X,L,159,WARREN,A,2
A11-15-L-2328-636-0,48,48,61,2328,636,0,A11,X,L,15,WARREN,A,1
A11-15-L-2328-636-60,48,48,61,2328,636,60,A11,X,L,15,WARREN,A,2
A11-161-R-2328-2604-48,48,48,30,2328,2604,48,A11,X,R,161,WARREN,A,3
A11-162-R-2328-2616-0,48,48,48,2328,2616,0,A11,X,R,162,WARREN,A,1
A11-162-R-2328-2616-48,48,48,22,2328,2616,48,A11,X,R,162,WARREN,A,2
A11-164-L-2328-2640-0,48,48,61,2328,2640,0,A11,X,L,164,WARREN,A,1
A11-164-L-2328-2640-60,48,48,61,2328,2640,60,A11,X,L,164,WARREN,A,2
A11-166-R-2328-2664-48,48,48,30,2328,2664,48,A11,X,R,166,WARREN,A,3
A11-167-R-2328-2676-0,48,48,48,2328,2676,0,A11,X,R,167,WARREN,A,1
A11-167-R-2328-2676-48,48,48,22,2328,2676,48,A11,X,R,167,WARREN,A,2
A11-168-L-2328-2688-0,48,48,61,2328,2688,0,A11,X,L,168,WARREN,A,1
A11-168-L-2328-2688-60,48,48,61,2328,2688,60,A11,X,L,168,WARREN,A,2
A11-16-R-2328-672-48,48,48,30,2328,672,48,A11,X,R,16,WARREN,A,3
A11-171-R-2328-2724-48,48,48,30,2328,2724,48,A11,X,R,171,WARREN,A,3
A11-172-R-2328-2736-0,48,48,48,2328,2736,0,A11,X,R,172,WARREN,A,1
A11-172-R-2328-2736-48,48,48,22,2328,2736,48,A11,X,R,172,WARREN,A,2
A11-173-L-2328-2748-0,48,48,61,2328,2748,0,A11,X,L,173,WARREN,A,1
A11-173-L-2328-2748-60,48,48,61,2328,2748,60,A11,X,L,173,WARREN,A,2
A11-176-R-2328-2784-36,48,48,30,2328,2784,36,A11,X,R,176,WARREN,A,3
A11-176-R-2328-2784-48,48,48,30,2328,2784,48,A11,X,R,176,WARREN,A,3
A11-17-R-2328-684-0,48,48,48,2328,684,0,A11,X,R,17,WARREN,A,1
A11-17-R-2328-684-48,48,48,22,2328,684,48,A11,X,R,17,WARREN,A,2
A11-181-R-2328-2844-36,48,48,30,2328,2844,36,A11,X,R,181,WARREN,A,3
A11-18-L-2328-696-0,48,48,61,2328,696,0,A11,X,L,18,WARREN,A,1
A11-18-L-2328-696-60,48,48,61,2328,696,60,A11,X,L,18,WARREN,A,2
A1-118-L-48-2064-0,48,48,55,48,2064,0,A1,X,L,118,WARREN,A,1
A1-118-L-48-2064-60,48,48,55,48,2064,60,A1,X,L,118,WARREN,A,2
A1-118-R-48-2064-0,48,48,55,48,2064,0,A1,X,R,118,WARREN,A,1
A1-118-R-48-2064-60,48,48,55,48,2064,60,A1,X,R,118,WARREN,A,2
A11-1-L-2328-300-0,48,48,61,2328,300,0,A11,X,L,1,WARREN,A,1
A11-1-L-2328-300-60,48,48,61,2328,300,60,A11,X,L,1,WARREN,A,2
A11-1-R-2328-300-0,48,48,48,2328,300,0,A11,X,R,1,WARREN,A,1
A11-1-R-2328-300-48,48,48,22,2328,300,48,A11,X,R,1,WARREN,A,2
A11-20-R-2328-732-0,48,48,48,2328,732,0,A11,X,R,20,WARREN,A,1
A11-20-R-2328-732-48,48,48,30,2328,732,48,A11,X,R,20,WARREN,A,3
A11-21-L-2328-756-0,48,48,61,2328,756,0,A11,X,L,21,WARREN,A,1
A11-21-L-2328-756-60,48,48,61,2328,756,60,A11,X,L,21,WARREN,A,2
A1-122-L-48-2124-0,48,48,55,48,2124,0,A1,X,L,122,WARREN,A,1
